Flight,Airline,Registration,Serial Number,Manufacturer,Type,Age,From,To,Height,Date,Location
"RRR6899","Royal Air Force (RAF)","ZZ176","F-190/UK6","Boeing","C-17A Globemaster III","3","NHT","BZZ","6400","13/06/2021","Abingdon"
"UA107","United Airlines","N26906","34829","Boeing","787-8 Dreamliner","10","MUC","IAD","38000","13/06/2021","Abingdon"
"KL641","KLM","PH-AKE","1381","Airbus","A330-303","10","AMS","JFK","36000","13/06/2021","Abingdon"
"FR3442","Ryanair","EI-DLJ","34177","Boeing","737-8AS","17","PMI","MAN","40000","13/06/2021","Abingdon"
"A29492","Alitalia","EI-ISA","32855","Boeing","777-243(ER)","20","MXP","JFK","38000","13/06/2021","Abingdon"
"QR725","Qatar Airways","A7-ANN","356","Airbus","A350-1041","3","DOH","ORD","36000","13/06/2021","Abingdon"
"AF72","Air France","F-GZND","35543","Boeing","777-328(ER)","14","CDG","LAX","32000","13/06/2021","Abingdon"
"KL1087","KLM","PH-EZE","19000288","Embraer","ERJ-190STD","2","AMS","ORK","38000","13/06/2021","Abingdon"
"5Y8383","Atlas Air","N472MC","27062","Boeing","747-45E(BDSF)","30","RMS","DOV","36000","13/06/2021","Abingdon"
"FR4116","Ryanair","EI-EKT","38505","Boeing","737-8AS","13","MAN","RMU","38887","13/06/2021","Abingdon"
"QR8132","Quatar Cargo","A7-BFA","36098","Boeing","777-FDZ","13","DFW","LUX","37000","13/06/2021","Abingdon"
"C83167","Cargolux","LX-VCV","34235","Boeing","747-4R7(F)","17","JFK","LUX","37000","13/06/2021","Abingdon"
"U2806","EasyJet","G-EZOT","6680","Airbus","A320-214","7","EDI","LGW","15000","13/06/2021","Abingdon"
"AC7221","Air Canada","C-FVLX","38356","Boeing","737-8AS","16","BSL","YYZ","40000","13/06/2021","Abingdon"
"U2848","EasyJet","G-EZOU","6754","Airbus","A320-214","11","INV","LGW","15000","13/06/2021","Abingdon"
"FR118","Ryanair","EI-DPF","33606","Boeing","737-8AS","16","DUB","LGW","15000","13/06/2021","Abingdon"
"RU9707","AirBridgeCargo","VQ-BLQ","37581","Boeing","747-8HV(F)","11","CVG","BRU","37000","13/06/2021","Abingdon"
"5X227","UPS","N270UP","48576","McDonnel Douglas","MD-11F","28","SDF","CGN","37025","13/06/2021","Abingdon"
"FR2440","Ryanair","EI-DLK","33592","Boeing","737-8AS","17","BHD","PMI","41000","13/06/2021","Abingdon"
"U2816","EasyJet","G-EZAT","2782","Airbus","A319-111","17","EDI","LGW","15015","13/06/2021","Abingdon"
"U2840","EasyJet","G-EZAS","2779","Airbus","A319-111","17","BFS","LGW","15000","13/06/2021","Abingdon"
"FR9073","Ryanair","EI-EBE","37523","Boeing","737-8AS","14","MAN","ALC","36825","13/06/2021","Abingdon"
"CLX72Z","Cargolux","LX-OCV","29731","Boeing","747-4R7(F)","23","ORD","LUX","37000","14/06/2021","Abingdon"
"N155QS","NetJets","N155QS","9832","Bombardier","Global 6000","2","PDX","DIJ","41000","14/06/2021","Abingdon"
"AC7232","Air Canada","C-GEGI","1012","Airbus","A330-343","14","YYZ","MXP","39000","14/06/2021","Abingdon"
"UA952","United Airlines","N20904","34824","Boeing","787-8 Dreamliner","10","ORD","MUC","39000","14/06/2021","Abingdon"
"TK6363","AirACT","TC-ACG","25641","Boeing","747-481(BDSF)","31","YYZ","SNN","36000","14/06/2021","Abingdon"
"FR3442","Ryanair","EI-EKY","35031","Boeing","737-8AS","13","PMI","MAN","40000","14/06/2021","Abingdon"
"FR6086","Ryanair","SP-RSN","44798","Boeing","737-8AS","5","WRO","ORK","40000","15/06/2021","Abingdon"
"FR7544","Ryanair","EI-EKY","35031","Boeing","737-8AS","13","MAN","BCN","39000","15/06/2021","Abingdon"
"CLX72E","Cargolux","LX-ICL","30805","Boeing","747-467(F)","21","LUX","JFK","34000","15/06/2021","Abingdon"
"FX92","FedEx","N616FE","48747","McDonnel Douglas","MD-11F","27","IND","CGN","35050","15/06/2021","Abingdon"
"U2838","EasyJet","G-EZDN","3608","Airbus","A319-111","14","BFS","LGW","15000","15/06/2021","Abingdon"
"FR691","Ryanair","EI-EMM","38514","Boeing","737-8AS","13","PIK","ALC","41000","15/06/2021","Abingdon"
"FR4135","Ryanair","SP-RSF","44840","Boeing","737-8AS","5","BRS","WMI","33175","15/06/2021","Abingdon"
"LM540","Loganair","G-RJXH","145442","Embraer","ERJ-145EP","22","SOU","NCL","23130","15/06/2021","Abingdon"
"CLX79Z","Cargolux","LX-VCI","35822","Boeing","747-8RF(F)","10","LAX","LUX","35822","15/06/2021","Abingdon"
"LM498","Loganair","G-SAJJ","145142","Embraer","ERJ-145EP","24","SOU","GLA","23928","15/06/2021","Abingdon"
"NPT23H","West Atlantic UK","G-JMCO","23569","Boeing","737-3TO(SF)","36","JER","EMA","22012","15/06/2021","Abingdon"
"THY29M","Turkish Airlines","TC-LNG","1718","Airbus","A330-303","6","IST","EWR","36000","15/06/2021","Abingdon"
"LM328","Loganair","G-SAJK","145153","Embraer","ERJ-145EP","24","SOU","EDI","22626","15/06/2021","Abingdon"
"D0922","DHL","D-ACVG","1107","Airbus","A330-343(P2F)","13","BRU","MIA","34000","15/06/2021","Abingdon"
"FR8856","Ryanair","SP-RSN","44798","Boeing","737-8AS","5","ORK","WRO","39000","15/06/2021","Abingdon"
"DE7161","Condor","D-ABUF","26985","Boeing","767-330(ER)","28","ORK","LEJ","37000","15/06/2021","Abingdon"
"FR1632","Ryanair","EI-DPY","33615","Boeing","737-8AS","15","EMA","LIG","33000","17/07/2021","Abingdon"
"FR2156","Ryanair","EI-DWE","36074","Boeing","737-8AS","15","BHX","AGP","27075","17/07/2021","Abingdon"
"AB910","Royal Air Force (RAF)","AB910","CBAF1061","Supermarine Aviation Works","Spitfire","82","QCY","N/A","3688","17/07/2021","Abingdon"
"UA71","United Airlines","N16009","40938","Boeing","787-10 Dreamliner","4","AMS","EWR","36000","17/07/2021","Abingdon"
"3V10","ASL Airlines Belgium","OE-IFD","33945","Boeing","747-4B5F(ER)","18","LGG","JFK","34000","17/07/2021","Abingdon"
"TK1","Turkish Airlines","TC-JJN","40795","Boeing","777-3F2(ER)","11","IST","JFK","32000","17/07/2021","Abingdon"
"U2864","EasyJet","G-EZDH","3466","Airbus","A319-111","15","INV","LGW","14993","17/07/2021","Abingdon"
"SI555","Blue Islands","G-ISLK","0634","ATR","72-500","23","EMA","JER","18015","17/07/2021","Abingdon"
"GR697","Aurigny Air Services","G-OATR","1580","ATR","72-600","15","EMA","GCI","16000","17/07/2021","Abingdon"
"T3792","Eastern Airways","G-IACY","1448","ATR","72-600","31","HUY","JER","16975","17/07/2021","Abingdon"
"DLH2C","Lufthansa","D-AIXC","087","Airbus","A350-941","6","MUC","ORD","38000","17/07/2021","Abingdon"
"LS190","Jet2","G-JZBH","63163","Boeing","737-8MG","5","PMI","GLA","38000","17/07/2021","Abingdon"
"MODUS","Private Owner","M-ODUS","286","Dassault","Falcon 50EX","23","DND","N/A","9828","17/07/2021","Abingdon"
"U2836","EasyJet","G-UZHP","8433","Airbus","A320-251N","23","BFS","LGW","15000","17/07/2021","Abingdon"
"BA293","British Airways","G-ZBKF","38622","Boeing","787-9 Dreamliner","7","LHR","IAD","13095","17/07/2021","Abingdon"
"FR142","Ryanair","EI-DCN","33808","Boeing","737-8AS","18","DUB","LGW","13537","17/07/2021","Abingdon"
"UA815","United Airlines","N664UA","29236","Boeing","767-322(ER)","25","FRA","IAD","30025","17/07/2021","Abingdon"
"KL643","KLM","PH-BVO","35946","Boeing","777-306(ER)","8","AMS","JFK","34000","17/07/2021","Abingdon"
"LS533","Jet2","G-JZHU","63151","Boeing","737-8MG","6","NCL","PMI","41000","17/07/2021","Abingdon"
"FR2151","Ryanair","EI-EME","35029","Boeing","737-8AS","13","BHX","ALC","28652","17/07/2021","Abingdon"
"FR3445","Ryanair","EI-DHS","33580","Boeing","737-8AS","17","MAN","PMI","39000","17/07/2021","Abingdon"
"SI2270","Blue Islands","G-ISLK","0634","ATR","72-500","23","JER","BHX","17050","17/07/2021","Abingdon"
"FX8","FedEx","N890FD","41439","Boeing","777-FS2","11","MEM","DXB","35000","17/07/2021","Abingdon"
"NJE184Q","NetJets Europe","CS-GLF","9670","Bombardier","Global 6000","8","EMA","FAB","10017","17/07/2021","Abingdon"
"FR9073","Ryanair","EI-DHA","33571","Boeing","737-8AS","18","MAN","ALC","38101","17/07/2021","Abingdon"
"U23598","EasyJet","G-EZDN","3608","Airbus","A319-111","14","IBZ","MAN","38000","17/07/2021","Abingdon"
"SI271","Blue Islands","G-ISLK","0634","ATR","72-500","23","BHX","JER","16458","17/07/2021","Abingdon"
"LXJ652","FlexJet","N652FX","6050","Gulfstream","G650","82","MCI","CIA","45000","17/07/2021","Abingdon"
"FR2163","Ryanair","9H-LAJ","02288","Airbus","A320-232","18","PMI","BHX","18036","17/07/2021","Abingdon"
"FR5341","Ryanair","9H-QED","44820","Boeing","737-8AS","5","BRS","OTP","25100","17/07/2021","Abingdon"
"U25464","EasyJet","G-EZUC","4591","Airbus","A320-214","12","AGP","MAN","38000","17/07/2021","Abingdon"
"U2704","EasyJet","G-UZLH","9110","Airbus","A320-251N","13","BHD","LGW","9413","17/07/2021","Abingdon"
"U25102","EasyJet","G-EZOT","6680","Airbus","A320-214","7","GLA","LGW","15070","17/07/2021","Abingdon"
"FR2162","Ryanair","9H-LAJ","02288","Airbus","A320-232","18","BHX","PMI","28146","17/07/2021","Abingdon"
"FR2162","Ryanair","9H-LAJ","02288","Airbus","A320-232","18","BHX","PMI","28146","18/07/2021","Abingdon"
"KF121","CMA CGM Air Cargo","OO-AIR","1708","Airbus","A330-243F","7","LGG","JFK","34000","18/07/2021","Abingdon"
"D0974","DHL","D-ALEJ","1772","Airbus","A330-243F","6","BRU","CVG","34000","18/07/2021","Abingdon"
"FR9094","Ryanair","EI-DWB","36075","Boeing","737-8AS","15","MAN","ALC","37829","18/07/2021","Abingdon"
"UA928","United Airlines","N29981","66142","Boeing","787-9 Dreamliner","2","LHR","ORD","14905","18/07/2021","Abingdon"
"AF636","Air France","F-GSQY","35678","Boeing","777-328(ER)","16","CDG","IAH","32000","18/07/2021","Abingdon"
"BEL1CP","Brussels Airlines","OO-SFB","0915","Airbus","A330-342","15","BRU","JFK","38000","18/07/2021","Abingdon"
"LS831","Jet2","G-HLYF","6639","Airbus","A321-211","8","MAN","PMI","36088","18/07/2021","Abingdon"
"EZE071P","Eastern Airways","G-IACY","1448","ATR","72-600","31","MME","SOU","9498","18/07/2021","Abingdon"
"UA961","United Airlines","N12004","60139","Boeing","787-10 Dreamliner","4","FRA","EWR","35975","18/07/2021","Abingdon"
"LH400","Lufthansa","D-AIKD","0629","Airbus","A330-343","18","FRA","JFK","34000","18/07/2021","Abingdon"
"KF111","CMA CGM Air Cargo","OO-SEA","1594","Airbus","A330-243F","8","LGG","ORD","38000","18/07/2021","Abingdon"
"OS93","Austrian Airlines","OE-LAZ","30331","Boeing","767-3Z9(ER)","24","VIE","IAD","34000","18/07/2021","Abingdon"
"LH426","Lufthansa","D-ABYR","37842","Boeing","747-830","8","FRA","MIA","34000","18/07/2021","Abingdon"
"OS89","Austrian Airlines","OE-LAY","29867","Boeing","767-3Z9(ER)","24","VIE","EWR","34025","18/07/2021","Abingdon"
"KL1085","KLM","PH-EZC","19000250","Embraer","ERJ-195STD","14","AMS","ORK","36000","18/07/2021","Abingdon"
"OR365","TUI","PH-TFM","36429","Boeing","787-8 Dreamliner","8","AMS","CUR","36000","18/07/2021","Abingdon"
"VIR593B","Virgin Atlantic","G-VRNB","415","Airbus","A350-1041","3","BRU","LAX","38000","18/07/2021","Abingdon"
"U2882","EasyJet","G-UZHJ","8338","Airbus","A320-251N","5","GLA","LGW","15000","18/07/2021","Abingdon"
"U2816","EasyJet","G-UZHP","8433","Airbus","A320-251N","23","EDI","LGW","15000","18/07/2021","Abingdon"
"U2704","EasyJet","U-GZHV","8722","Airbus","A320-251N","4","BHD","LGW","15019","18/07/2021","Abingdon"
"FR2712","Ryanair","EI-EKR","38503","Boeing","737-8AS","13","IBZ","BHX","14411","18/07/2021","Abingdon"
"EZY49XR","EasyJet","G-EZDH","3466","Airbus","A319-111","15","BFS","LGW","15000","18/07/2021","Abingdon"
"U28088","EasyJet","G-UZMJ","9468","Airbus","A321-251NX","3","ATH","LGW","731","12/08/2021","Gatwick"
"U28668","EasyJet","G-EZUT","5113","Airbus","A320-214","11","ALC","LGW","1594","12/08/2021","Gatwick"
"NOJ61","NovaJet","C-FTJB","5926","Bombardier","Challenger 605","11","N/A","N/A","2765","12/08/2021","Gatwick"
"U2882","EasyJet","G-EZOM","6587","Airbus","A320-214","8","GLA","LGW","157","13/08/2021","Gatwick"
"FR1182","Ryanair","EI-EKP","35028","Boeing","737-8AS","13","SNN","LGW","826","13/08/2021","Gatwick"
"D83512","Norwegian","SE-RPJ","41153","Boeing","737-8JP","7","CPH","LGW","757","13/08/2021","Gatwick"
"U28567","EasyJet","G-UZHP","8433","Airbus","A320-251N","23","LGW","CTA","0","13/08/2021","Gatwick"
"BY36","TUI","G-TUIM","62742","Boeing","787-9 Dreamliner","4","LGW","MBJ","0","13/08/2021","Gatwick"
"VY7293","Vueling","EC-MFN","6594","Airbus","A320-232","8","LGW","BIO","0","13/08/2021","Gatwick"
"U28549","EasyJet","G-EZBX","3137","Airbus","A319-111","16","LGW","RMU","0","13/08/2021","Gatwick"
"RCH554","United States Air Force (USAF)","87-0028","500-0114","Lockheed","C-5M Super Galaxy","35","N/A","N/A","32000","14/08/2021","Casa Pedro"
"U28552","EasyJet","G-EZDF","3422","Airbus","A319-111","15","RMU","LGW","20795","15/08/2021","Casa Pedro"
"U28551","EasyJet","G-EZDK","3555","Airbus","A319-112","15","LGW","RMU","743","17/08/2021","Murcia Corvera International Airport"
"U28552","EasyJet","G-EZDK","3555","Airbus","A319-112","15","RMU","LGW","0","17/08/2021","Murcia Corvera International Airport"
"RRR2887","Royal Air Force (RAF)","ZZ333","1312","Airbus","KC2 Voyager","3","N/A","N/A","4022","17/08/2021","Abingdon"
"U2702","EasyJet","G-EZTC","3871","Airbus","A320-214","14","BHD","LGW","15000","22/08/2021","Abingdon"
"FR2711","Ryanair","EI-ENL","35027","Boeing","737-8AS","12","BHX","IBZ","24886","22/08/2021","Abingdon"
"W81896","CargoJet Airways","C-GCIJ","26263","Boeing","767-306(ER)(BDSF)","27","CGN","YHM","32000","22/08/2021","Abingdon"
"BY7752","TUI","G-TAWL","37241","Boeing","737-8K5","10","BHX","EFL","34508","22/08/2021","Abingdon"
"FR39","Ryanair","EI-DHB","33572","Boeing","737-8AS","18","LIG","MAN","36000","22/08/2021","Abingdon"
"FR9163","Ryanair","EI-DHX","33585","Boeing","737-8AS","17","BHX","BCN","28714","22/08/2021","Abingdon"
"GLVRS","Private Owner","G-LVRS","28-7890059","Piper","PA-28-181","45","N/A","N/A","2421","22/08/2021","Abingdon"
"VY7816","Vueling","EC-LLJ","4661","Airbus","A320-214","12","EDI","BCN","35025","22/08/2021","Abingdon"
"U2806","EasyJet","G-UZHH","8268","Airbus","A320-251N","5","EDI","LGW","14771","22/08/2021","Abingdon"
"U2836","EasyJet","G-EZFW","4380","Airbus","A319-111","13","BFS","LGW","15000","22/08/2021","Abingdon"
"U26167","EasyJet","G-EZTA","3805","Airbus","A320-214","14","BRS","AMS","24966","22/08/2021","Abingdon"
"TB181","TUI","OO-LOE","36426","Boeing","787-8 Dreamliner","8","BRU","SDQ","40000","22/07/2021","Abingdon"
"SN515","Brussels Airlines","OO-SFH","0679","Airbus","A330-342","18","BRU","IAD","38000","22/07/2021","Abingdon"
"D0954","DHL","D-ALMD","1070","Airbus","A330-243F","12","MXP","CVG","36000","22/07/2021","Abingdon"
"LM493","Loganair","G-SAJC","145280","Embraer","ERJ-145EP","23","GLA","SOU","9537","22/07/2021","Abingdon"
"UA973","United Airlines","N45956","40918","Boeing","787-9 Dreamliner","8","BRU","ORD","37000","22/07/2021","Abingdon"
"LX38","Swiss","HB-JNK","66091","Boeing","777-300(ER)","3","ZRH","SFO","32000","22/07/2021","Abingdon"
"CLX87Z","Cargolux","LX-UCV","33827","Boeing","747-4R7(F)","19","IAH","LUX","36000","04/09/2021","Abingdon"
"TN68","Air Tahiti Nui","F-OVAA","62710","Boeing","787-9 Dreamliner","4","YVR","CDG","39000","04/09/2021","Abingdon"
"BY7624","TUI","G-FDZS","35147","Boeing","737-8K5","14","EMA","PMI","29240","04/09/2021","Abingdon"
"OS66","Austrian Airlines","OE-LAE","30383","Boeing","767-3Z9(ER)","22","ORD","VIE","37000","04/09/2021","Abingdon"
"LH419","Lufthansa","D-AIKO","0989","Airbus","A330-343","14","IAD","FRA","38000","04/09/2021","Abingdon"
"FR6657","Ryanair","EI-DYD","33632","Boeing","737-8AS","15","PMI","EDI","40000","05/09/2021","Abingdon"
"FR38","Ryanair","EI-DYE","36568","Boeing","737-8AS","15","MAN","LIG","34740","05/09/2021","Abingdon"
"U2655","EasyJet","G-EZWY","6267","Airbus","A320-214","9","BHX","JER","22989","05/09/2021","Abingdon"
"LH478","Lufthansa","D-AIGP","0252","Airbus","A340-313","24","FRA","YUL","34000","05/09/2021","Abingdon"
"D0424","AeroLogic","D-AALK","66164","Boeing","777-FBT","4","FRA","ATL","32000","05/09/2021","Abingdon"
"AF1817","Air France","F-GRHN","1267","Airbus","A319-111","23","DUB","CDG","38975","05/09/2021","Abingdon"
"K4335","DHL","N741CK","24315","Boeing","747-4H6(BCF)","33","LAX","BRU","39000","05/09/2021","Abingdon"
"FR4116","Ryanair","EI-DYE","36568","Boeing","737-8AS","15","MAN","RMU","36835","05/09/2021","Abingdon"
"FR3445","Ryanair","EI-ENW","40306","Boeing","737-8AS","12","MAN","PMI","40983","05/09/2021","Abingdon"
"FR691","Ryanair","EI-DCL","33806","Boeing","737-8AS","18","PIK","ALC","41000","05/09/2021","Abingdon"
"QR8132","Quatar Cargo","A7-BFY","66871","Boeing","777-F","2","DFW","LUX","35000","05/09/2021","Abingdon"
"ET8209","Ethiopian Airlines","ET-ATL","34505","Boeing","787-8 Dreamliner","7","KWI","N/A","39975","05/09/2021","Abingdon"
"REDARROW","The Red Arrows","XX311","N/A","BAe","Hawk","2","BOH","N/A","1400","05/09/2021","Abingdon"
"SV901","Saudia Cargo","TF-AMA","27899","Boeing","747-45E(BDSF)","28","LGG","JFK","32000","05/09/2021","Abingdon"
"FI540","Icelandair","TF-ISJ","26249","Boeing","757-256","24","KEF","CDG","39000","05/09/2021","Abingdon"
"QR8892","Qatar Airways","A7-BAK","36097","Boeing","777-3DZ(ER)","13","LGG","MEX","30000","05/09/2021","Abingdon"
"FR293","Ryanair","EI-EMA","35032","Boeing","737-8AS","12","STN","DUB","29728","05/09/2021","Abingdon"
"LX411","Swiss","HB-JBH","50017","Airbus","A220-100","6","DUB","GVA","39000","05/09/2021","Abingdon"
"3S412","AeroLogic","D-AALR","66814","Boeing","777-F","2","FRA","ORD","30000","05/09/2021","Abingdon"
"KF111","CMA CGM Air Cargo","OO-SEA","1594","Airbus","A330-243F","8","LGG","ORD","36000","06/09/2021","Abingdon"
"AC845","Air Canada","C-FRSA","37175","Boeing","787-9 Dreamliner","16","FRA","YUL","36000","06/09/2021","Abingdon"
"UA961","United Airlines","N12005","40937","Boeing","787-10 Dreamliner","4","FRA","EWR","32000","06/09/2021","Abingdon"
"UA951","United Airlines","N12006","60140","Boeing","787-10 Dreamliner","4","BRU","IAD","34975","06/09/2021","Abingdon"
"AC833","Air Canada","C-GHQY","35264","Boeing","787-8 Dreamliner","8","BRU","YUL","38000","06/09/2021","Abingdon"
"KL757","KLM","PH-BHD","38763","Boeing","787-9 Dreamliner","7","AMS","PTY","36000","06/09/2021","Abingdon"
"LH410","Lufthansa","D-AIXE","136","Airbus","A350-941","5","MUC","JFK","38024","06/09/2021","Abingdon"
"QR707","Qatar Airways","A7-ALN","047","Airbus","A350-941","6","DOH","IAD","38000","06/09/2021","Abingdon"
"LH402","Lufthansa","D-ABYM","37837","Boeing","747-830","9","FRA","EWR","34000","06/09/2021","Abingdon"
"EY131","Etihad Airways","A6-BLA","39646","Boeing","787-9 Dreamliner","8","AUH","IAD","38000","06/09/2021","Abingdon"
"UA988","United Airlines","N16008","60138","Boeing","787-10 Dreamliner","4","FRA","IAD","33975","06/09/2021","Abingdon"
"UA906","United Airlines","N28987","66146","Boeing","787-9 Dreamliner","2","FRA","ORD","35975","06/09/2021","Abingdon"
"FI521","Icelandair","TF-ISO","29388","Boeing","767-319(ER)","23","FRA","KEF","38025","06/09/2021","Abingdon"
"AM25","Aeromexico","N183AM","60285","Boeing","787-9 Dreamliner","6","MEX","AMS","38975","06/09/2021","Abingdon"
"N160QS","NetJets","N160QS","9475","Bombardier","Global 6000","11","RKV","LBG","45000","06/09/2021","Abingdon"
"LH8176","Lufthansa","D-ALFC","41676","Boeing","777-FBT","9","FRA","ATL","36000","06/09/2021","Abingdon"
"FR4007","Ryanair","EI-DYM","36575","Boeing","737-8AS","15","MAN","ALC","38577","06/09/2021","Abingdon"
"FR2154","Ryanair","EI-DAM","33719","Boeing","737-8AS","20","BHX","RMU","28425","06/09/2021","Abingdon"
"FR4371","Ryanair","EI-EBM","35002","Boeing","737-8AS","14","SVQ","MAN","36800","06/09/2021","Abingdon"
"DLH2C","Lufthansa","D-AIXL","255","Airbus","A350-941","4","MUC","ORD","38000","06/09/2021","Abingdon"
"LH412","Lufthansa","D-AIXN","292","Airbus","A350-941","4","MUC","EWR","38000","06/09/2021","Abingdon"
"AC843","Air Canada","C-FVNB","38359","Boeing","787-9 Dreamliner","23","FRA","YYZ","38000","06/09/2021","Abingdon"
"FR6433","Ryanair","EI-EVP","40293","Boeing","737-8AS","11","LPL","IBZ","41000","06/09/2021","Abingdon"
"U22922","EasyJet","OE-ICB","6606","Airbus","A320-214","8","MAN","MXP","38675","06/09/2021","Abingdon"
"FR9434","Ryanair","EI-EKS","38504","Boeing","737-8AS","13","DUB","CIA","37000","06/09/2021","Abingdon"
"RRR4975","Royal Air Force (RAF)","ZM405","024","Airbus","A400M","2","ZAG","BZZ","4250","06/09/2021","Abingdon"
"6T841","Longtail Aviation","VQ-BWT","24975","Boeing","747-412(BCF)","32","LGG","JFK","32000","06/09/2021","Abingdon"
